experience,country,education,languages,frameworks,company_size,salary_usd
40,Japan,Bachelors,"PHP, Go","Ruby on Rails, Ruby on Rails",1001-5000,189636
16,USA,Masters,"Python, Ruby","Spring, React",1-10,170222
12,USA,Masters,"C++, C#","Angular, Flask",1001-5000,148357
8,Germany,Bachelors,"Java, Java","Angular, ASP.NET",201-1000,70029
1,USA,High School,"Swift, Java","Spring, Flask",1-10,104853
29,USA,PhD,"Swift, Swift","Spring, Laravel",11-50,222774
39,UK,Masters,"JavaScript, Rust","Spring, ASP.NET",51-200,200430
27,USA,Bachelors,"Rust, Swift","Angular, Laravel",51-200,156336
20,Singapore,Masters,"Swift, Swift","Angular, Vue",51-200,134879
19,USA,Bachelors,"Ruby, Ruby","Angular, Laravel",1001-5000,174706
25,Australia,Masters,"JavaScript, Rust","Flask, ASP.NET",1001-5000,132807
39,USA,Bachelors,"Java, JavaScript","Express, Flask",5000+,245632
5,USA,Bachelors,"JavaScript, Rust","React, Angular",5000+,96669
37,Germany,Masters,"Rust, Swift","Express, Django",1001-5000,187191
39,USA,Masters,"PHP, Java","ASP.NET, Angular",1001-5000,251392
29,USA,Bachelors,"Rust, Java","Flask, Flask",5000+,202127
26,UK,Bachelors,"Rust, Rust","ASP.NET, ASP.NET",51-200,155194
35,Germany,Bachelors,"C++, Python","Laravel, Express",5000+,154991
34,USA,High School,"Ruby, PHP","Express, Ruby on Rails",201-1000,186107
32,France,Bachelors,"Python, C#","Flask, Flask",51-200,141913
35,Singapore,Bachelors,"Java, Java","ASP.NET, React",1001-5000,135895
27,Japan,Masters,"Rust, C++","Spring, Angular",11-50,129491
18,Australia,Some College,"JavaScript, Java","Spring, Django",201-1000,115972
37,Canada,Bachelors,"Ruby, Python","React, Angular",1-10,162524
8,Germany,Masters,"Rust, Ruby","Angular, Express",1001-5000,81128
38,USA,Bachelors,"Go, Swift","React, Spring",51-200,189203
30,UK,Masters,"JavaScript, Rust","React, Vue",1001-5000,140411
8,India,Masters,"Ruby, Python","ASP.NET, Vue",11-50,53430
18,USA,Masters,"Java, C++","Django, Vue",5000+,161992
36,UK,Bachelors,"Java, Java","Laravel, Angular",51-200,191823
29,USA,Bachelors,"Ruby, PHP","Express, Express",5000+,207707
30,USA,Masters,"C++, JavaScript","ASP.NET, React",5000+,232996
35,Brazil,Masters,"PHP, C++","Angular, Angular",11-50,182215
26,Brazil,Bachelors,"Go, JavaScript","Express, Express",201-1000,107300
37,India,Masters,"Go, C++","Spring, ASP.NET",51-200,113868
31,Japan,Bachelors,"Swift, PHP","Flask, Vue",5000+,183671
21,Canada,Some College,"PHP, Swift","Laravel, Ruby on Rails",51-200,141177
21,UK,Masters,"Python, Go","React, ASP.NET",201-1000,107497
29,Japan,Masters,"Go, Go","Express, Express",5000+,161368
5,Germany,Masters,"Java, Ruby","Django, Spring",1-10,75527
6,USA,Bachelors,"Swift, Python","ASP.NET, Django",1001-5000,112896
6,UK,Bachelors,"Python, PHP","Laravel, Ruby on Rails",1001-5000,66095
0,Canada,Bachelors,"Python, Ruby","Vue, React",201-1000,51100
0,France,Some College,"Swift, Java","Spring, Spring",51-200,55989
3,India,Masters,"Python, Swift","ASP.NET, Vue",1001-5000,37784
18,USA,Bachelors,"C#, C#","Ruby on Rails, ASP.NET",51-200,151428
23,USA,Bachelors,"Python, Rust","ASP.NET, Django",1-10,168811
19,USA,Bachelors,"C++, Rust","Django, Express",201-1000,175648
38,Germany,Masters,"JavaScript, C#","React, Flask",51-200,150966
21,Australia,PhD,"Go, C#","ASP.NET, React",1001-5000,158852
32,Germany,Bachelors,"JavaScript, Swift","Angular, Vue",1001-5000,181066
16,Australia,Bachelors,"PHP, C#","React, Flask",201-1000,101193
20,UK,Masters,"Swift, C#","Vue, ASP.NET",1001-5000,109419
19,UK,Masters,"Go, Swift","React, Flask",201-1000,115850
27,Japan,Bachelors,"Go, Rust","React, Angular",201-1000,120131
14,India,Bachelors,"Rust, Swift","Spring, React",51-200,55953
30,Germany,Bachelors,"Go, Python","Vue, Django",1-10,137321
11,USA,Bachelors,"Swift, Go","React, ASP.NET",51-200,136182
18,Germany,Bachelors,"Swift, PHP","Vue, Express",11-50,103211
30,USA,Bachelors,"Ruby, Ruby","Angular, ASP.NET",1-10,174024
22,USA,Bachelors,"JavaScript, Python","Flask, Express",201-1000,134222
23,USA,Some College,"C#, JavaScript","Express, Ruby on Rails",11-50,143781
15,USA,Bachelors,"Java, Swift","Angular, Django",1001-5000,138388
13,France,Masters,"Swift, Go","Vue, React",1-10,105952
24,Germany,Masters,"C#, Go","Django, Flask",51-200,139392
23,USA,Bachelors,"Java, JavaScript","Ruby on Rails, ASP.NET",5000+,205163
9,USA,Masters,"C++, JavaScript","Express, ASP.NET",1-10,117745
29,USA,Bachelors,"Ruby, Ruby","React, Spring",11-50,147477
28,Japan,Masters,"JavaScript, Go","Angular, Laravel",1001-5000,153417
27,USA,High School,"C#, JavaScript","Flask, Django",5000+,187079
34,Australia,Bachelors,"PHP, C++","Vue, Angular",51-200,154457
3,Germany,Bachelors,"Swift, Rust","Flask, Laravel",1-10,55509
32,Brazil,Bachelors,"Swift, C#","ASP.NET, Spring",1-10,149688
3,Germany,Bachelors,"JavaScript, Java","Django, Flask",5000+,92033
18,USA,High School,"C#, Rust","Ruby on Rails, React",5000+,159246
23,Australia,Bachelors,"Swift, Python","Ruby on Rails, Flask",201-1000,114701
16,USA,Bachelors,"Java, C++","Django, React",51-200,156091
9,USA,Masters,"Rust, Ruby","Angular, React",11-50,101627
15,France,Bachelors,"Python, Ruby","Flask, Laravel",1001-5000,103788
2,USA,Bachelors,"JavaScript, C#","Flask, Ruby on Rails",201-1000,88537
35,Japan,Bachelors,"Python, Rust","Django, React",1001-5000,169440
11,USA,Masters,"JavaScript, Go","ASP.NET, Ruby on Rails",1-10,151701
24,USA,Masters,"Python, Go","Django, Angular",201-1000,139494
3,Singapore,Masters,"Ruby, Python","Ruby on Rails, React",1-10,63638
40,UK,Bachelors,"JavaScript, PHP","Flask, Express",11-50,160512
36,Japan,Masters,"C++, C++","ASP.NET, Vue",5000+,182242
26,UK,Bachelors,"PHP, Ruby","Express, React",5000+,122999
12,USA,Some College,"Ruby, C#","Vue, React",1001-5000,141734
6,Japan,Bachelors,"C#, C++","React, Express",1-10,72996
14,India,Masters,"Swift, C#","Spring, React",1001-5000,65540
34,USA,Bachelors,"JavaScript, Rust","Angular, Express",51-200,183129
19,USA,Bachelors,"JavaScript, Swift","Spring, Express",1001-5000,162404
3,Canada,Masters,"C#, Go","Laravel, React",51-200,85319
40,USA,Some College,"PHP, Ruby","ASP.NET, Flask",1001-5000,196449
7,Germany,Some College,"Ruby, JavaScript","Flask, React",5000+,108739
6,Canada,Masters,"Swift, PHP","Vue, Laravel",51-200,83827
27,USA,Masters,"Swift, PHP","Angular, Express",201-1000,204421
27,USA,Masters,"JavaScript, PHP","Spring, Express",5000+,210673
20,UK,Bachelors,"C++, Java","Laravel, Laravel",11-50,121437
9,Germany,Bachelors,"C#, JavaScript","ASP.NET, Laravel",51-200,93595
16,India,Bachelors,"JavaScript, Go","Flask, ASP.NET",201-1000,50871
28,India,High School,"PHP, Swift","Vue, ASP.NET",1-10,118331
23,Singapore,Some College,"C++, Rust","Laravel, Ruby on Rails",51-200,141079
38,USA,PhD,"Rust, JavaScript","Vue, Express",201-1000,196597
7,USA,High School,"Go, Rust","Django, ASP.NET",1-10,94987
15,France,Masters,"JavaScript, Python","Django, Laravel",201-1000,119041
16,USA,Masters,"PHP, C++","Flask, Django",11-50,122319
16,Australia,Some College,"JavaScript, C#","Ruby on Rails, Flask",51-200,84778
21,India,Bachelors,"Swift, Ruby","Django, Vue",5000+,91347
32,Australia,Bachelors,"C++, JavaScript","Laravel, Ruby on Rails",1001-5000,156352
17,USA,Masters,"C#, Swift","Spring, Laravel",1-10,157712
13,Canada,Some College,"Go, Go","Laravel, Laravel",11-50,117582
31,Australia,PhD,"C++, Swift","Flask, Laravel",11-50,130825
2,Germany,Masters,"Rust, Swift","Spring, Flask",5000+,86242
25,USA,PhD,"Java, C#","ASP.NET, React",1-10,186330
14,Germany,Bachelors,"Swift, Go","Spring, Vue",5000+,133277
26,Germany,High School,"Go, JavaScript","Express, Express",1001-5000,145327
23,USA,Bachelors,"PHP, C#","Flask, Express",1-10,188846
26,France,Bachelors,"C++, C#","Spring, React",11-50,145685
9,USA,Bachelors,"Rust, Go","Ruby on Rails, Flask",1-10,127118
33,USA,Masters,"C#, Java","React, Express",51-200,234272
7,USA,Bachelors,"Python, Rust","Spring, Laravel",1001-5000,95098
34,Japan,Bachelors,"Swift, Java","Spring, Ruby on Rails",1-10,141818
35,USA,Some College,"Java, Go","Ruby on Rails, Django",201-1000,189222
9,USA,Some College,"Swift, C#","Spring, Flask",1001-5000,105350
40,Brazil,Bachelors,"C++, Go","ASP.NET, Flask",1001-5000,161642
19,USA,Masters,"JavaScript, C++","Laravel, Django",5000+,160352
8,USA,Bachelors,"Rust, PHP","Ruby on Rails, Ruby on Rails",1-10,130881
16,USA,Some College,"C++, C++","ASP.NET, Angular",1-10,138325
29,USA,Masters,"C++, Python","Vue, Flask",5000+,219379
2,USA,High School,"Swift, Rust","Django, ASP.NET",51-200,105042
4,USA,Bachelors,"Python, PHP","Django, Flask",201-1000,118999
27,USA,Masters,"Swift, Go","Express, Angular",201-1000,196381
4,USA,High School,"Rust, Ruby","Vue, React",201-1000,100337
6,USA,Bachelors,"Go, PHP","Flask, Express",1001-5000,101650
19,Canada,Masters,"Ruby, Ruby","Ruby on Rails, Flask",1001-5000,150903
16,Japan,Some College,"C#, C#","Flask, Vue",201-1000,83392
11,USA,Bachelors,"Python, C#","React, Ruby on Rails",1-10,114107
6,USA,Some College,"Python, Rust","Vue, Angular",1001-5000,112790
28,USA,Masters,"Python, C++","React, Angular",51-200,213930
12,Canada,Bachelors,"JavaScript, Swift","Django, Spring",1-10,82300
26,Canada,Masters,"JavaScript, PHP","Ruby on Rails, React",51-200,152318
39,USA,Bachelors,"Swift, PHP","Angular, ASP.NET",201-1000,241043
32,Canada,Masters,"Java, C++","ASP.NET, Flask",51-200,159048
5,Germany,PhD,"Ruby, C++","Laravel, Ruby on Rails",201-1000,79405
25,USA,Bachelors,"C#, Ruby","React, Laravel",5000+,211268
17,France,Bachelors,"JavaScript, PHP","Django, Django",51-200,106531
27,USA,Bachelors,"Python, C#","Django, Django",1-10,150045
10,Canada,Bachelors,"JavaScript, Go","Angular, Angular",1001-5000,83311
33,UK,Bachelors,"C++, C#","ASP.NET, React",1-10,150017
2,USA,Bachelors,"JavaScript, Java","Spring, Flask",11-50,93821
33,USA,Bachelors,"C#, C++","React, Angular",1-10,156633
32,Germany,Bachelors,"C#, C++","Spring, Express",201-1000,130273
29,Japan,Bachelors,"Swift, C#","Express, Express",201-1000,127045
4,Germany,Bachelors,"Rust, Rust","Express, Vue",1001-5000,61465
29,UK,Bachelors,"JavaScript, Ruby","Ruby on Rails, ASP.NET",51-200,123820
2,Canada,Masters,"Python, Ruby","Express, Django",1-10,66407
6,Germany,Masters,"Swift, Ruby","ASP.NET, React",51-200,87893
34,Germany,Masters,"C#, Java","React, Express",1001-5000,153666
4,UK,Bachelors,"PHP, Go","Angular, ASP.NET",1001-5000,60675
9,USA,Bachelors,"Java, Go","Spring, Spring",201-1000,94877
11,USA,Bachelors,"C++, Go","ASP.NET, Flask",1001-5000,114450
12,USA,Masters,"PHP, C#","React, Django",11-50,131380
37,UK,Masters,"Rust, Rust","Ruby on Rails, Laravel",11-50,156713
29,USA,Bachelors,"PHP, JavaScript","Express, Angular",201-1000,210534
29,India,Some College,"PHP, Go","Django, Django",1-10,122378
37,Germany,Bachelors,"C#, PHP","Laravel, Laravel",1001-5000,191714
28,USA,Bachelors,"Rust, C#","Express, Laravel",11-50,173582
34,USA,PhD,"Python, JavaScript","Flask, Django",1001-5000,216775
33,USA,PhD,"C#, JavaScript","Angular, Flask",1001-5000,217611
26,Canada,Bachelors,"Swift, Python","ASP.NET, Flask",1001-5000,116449
28,Germany,Masters,"C++, JavaScript","Django, Angular",5000+,194624
29,Canada,Bachelors,"JavaScript, Go","ASP.NET, Spring",1-10,160815
18,Germany,Bachelors,"Go, Rust","Django, Spring",5000+,142359
0,India,Bachelors,"PHP, C#","Ruby on Rails, Spring",11-50,12977
11,Japan,Bachelors,"Swift, Ruby","Angular, Django",51-200,76242
1,India,Masters,"Rust, Java","Django, Laravel",1-10,24749
13,USA,Masters,"Python, Java","Vue, ASP.NET",1-10,127776
18,USA,Bachelors,"Swift, Rust","React, ASP.NET",5000+,155122
26,Japan,Bachelors,"Java, Go","Flask, Vue",1-10,134294
24,Germany,Masters,"Go, Ruby","Ruby on Rails, React",5000+,162682
25,India,Bachelors,"JavaScript, Rust","Express, React",5000+,105078
17,Australia,Bachelors,"C++, Python","React, Flask",5000+,134369
35,USA,Masters,"C++, C#","Spring, Express",11-50,237580
35,USA,Bachelors,"Go, JavaScript","Django, Ruby on Rails",201-1000,188751
16,USA,Bachelors,"Ruby, C++","Laravel, Express",1-10,116894
26,Australia,Bachelors,"Java, Rust","Spring, React",5000+,149437
0,Australia,Some College,"Rust, C#","Angular, ASP.NET",201-1000,51758
21,India,Bachelors,"Rust, Java","Flask, ASP.NET",5000+,77213
30,USA,PhD,"C#, PHP","Ruby on Rails, Ruby on Rails",1-10,174571
31,USA,Masters,"PHP, C#","Ruby on Rails, Spring",1-10,219284
25,USA,Bachelors,"JavaScript, PHP","Express, Angular",51-200,148794
25,Germany,Masters,"C++, Ruby","Laravel, Django",1001-5000,149269
8,Japan,Bachelors,"C#, C++","Django, Flask",1001-5000,64320
24,UK,Bachelors,"Rust, PHP","Express, React",11-50,133132
11,Brazil,PhD,"PHP, Go","React, Django",11-50,116585
12,Canada,Bachelors,"Go, Java","Django, ASP.NET",1001-5000,76812
1,Canada,Masters,"Rust, C++","Express, ASP.NET",11-50,86151
18,Canada,Masters,"JavaScript, Rust","Spring, Flask",1001-5000,148359
8,France,Bachelors,"C#, Python","Ruby on Rails, Laravel",51-200,79055
8,USA,Bachelors,"C++, Swift","Django, Flask",201-1000,101095
32,Australia,PhD,"Java, PHP","Django, Laravel",1001-5000,137391
6,Australia,Bachelors,"Swift, JavaScript","Vue, Vue",51-200,61429
0,USA,Bachelors,"C#, Go","Angular, Angular",201-1000,79878
26,USA,Masters,"C#, Java","React, Express",5000+,173707
40,USA,Bachelors,"PHP, Rust","Django, Flask",5000+,260184
19,UK,Bachelors,"C#, Rust","Django, Vue",51-200,118952
7,USA,Masters,"Ruby, Ruby","Ruby on Rails, Laravel",1-10,129217
38,USA,Masters,"Swift, Java","ASP.NET, Vue",5000+,232307
35,USA,Bachelors,"PHP, Go","ASP.NET, Spring",1-10,227135
8,USA,Bachelors,"C#, JavaScript","Flask, Ruby on Rails",201-1000,119995
0,India,Masters,"JavaScript, Go","Ruby on Rails, ASP.NET",51-200,25579
5,Japan,Some College,"Swift, PHP","Vue, ASP.NET",1-10,57063
33,Japan,Bachelors,"Rust, Python","Vue, Vue",51-200,170343
20,Germany,Bachelors,"Go, PHP","Flask, React",1-10,123247
7,Canada,Masters,"Go, C++","Vue, Spring",201-1000,100187
16,USA,Bachelors,"C#, Ruby","Laravel, Ruby on Rails",1-10,129795
4,USA,Some College,"JavaScript, C#","Spring, Vue",1001-5000,103142
4,France,Masters,"Rust, JavaScript","React, Flask",1001-5000,78276
31,France,Bachelors,"Python, C#","Angular, React",201-1000,145923
7,USA,Masters,"PHP, PHP","Flask, Express",1001-5000,102787
35,France,Bachelors,"Rust, Go","Spring, Laravel",11-50,170869
24,Australia,Bachelors,"Swift, Java","Express, React",201-1000,141738
3,USA,Masters,"Go, C++","React, ASP.NET",1001-5000,109084
27,India,Some College,"PHP, Go","Ruby on Rails, ASP.NET",11-50,105812
31,Canada,Bachelors,"C#, PHP","Vue, Django",1001-5000,138458
14,USA,Masters,"Swift, Python","ASP.NET, Django",5000+,140873
35,Canada,Bachelors,"Go, PHP","Laravel, Django",1001-5000,189628
2,USA,Bachelors,"C#, Python","Angular, Spring",201-1000,87366
33,India,Masters,"C++, C++","Laravel, Angular",11-50,116270
7,USA,Some College,"Go, Python","Laravel, Django",11-50,91082
5,India,Masters,"C#, PHP","React, Flask",51-200,36745
26,Australia,Some College,"JavaScript, C++","Express, Spring",1001-5000,115263
10,Australia,Bachelors,"PHP, Python","Django, Spring",1001-5000,65023
12,USA,Bachelors,"JavaScript, C#","React, Spring",11-50,116256
26,Germany,Bachelors,"Swift, C#","Vue, Django",1-10,115110
23,USA,Some College,"PHP, C#","Vue, Express",11-50,129367
11,UK,Bachelors,"JavaScript, JavaScript","Vue, Express",11-50,83816
14,Germany,Masters,"C#, PHP","Spring, Django",201-1000,106070
40,USA,Bachelors,"Python, C#","Django, Vue",1001-5000,199362
40,Canada,PhD,"Ruby, C++","React, ASP.NET",11-50,170764
6,USA,Bachelors,"Python, Ruby","Laravel, React",11-50,111164
20,UK,Bachelors,"C#, Python","Ruby on Rails, Flask",1-10,131341
16,USA,Bachelors,"Swift, Swift","Angular, Flask",51-200,116679
10,Canada,Bachelors,"C++, C#","ASP.NET, Express",5000+,125039
1,India,Masters,"JavaScript, Ruby","Django, React",51-200,27576
26,USA,Masters,"Go, C#","Express, Spring",5000+,193197
4,Japan,Masters,"Java, Rust","Ruby on Rails, Spring",1001-5000,69959
28,USA,Bachelors,"JavaScript, PHP","Ruby on Rails, Vue",1001-5000,190196
36,Australia,Bachelors,"PHP, JavaScript","Laravel, React",1-10,130257
21,Germany,Some College,"PHP, C++","Express, Vue",1-10,135599
13,France,PhD,"Rust, Java","Angular, Spring",5000+,107510
3,Canada,Masters,"Rust, Ruby","Django, ASP.NET",201-1000,87178
31,USA,Masters,"Swift, Swift","Laravel, Spring",201-1000,214027
9,Germany,Bachelors,"Ruby, Ruby","Angular, Express",11-50,78758
30,France,Bachelors,"Python, Go","React, Ruby on Rails",51-200,158974
38,USA,Bachelors,"PHP, Go","ASP.NET, React",51-200,193079
18,USA,Bachelors,"C#, Ruby","Ruby on Rails, Flask",5000+,149629
22,USA,Bachelors,"Swift, C#","Flask, Angular",201-1000,175822
3,Australia,Bachelors,"JavaScript, Java","Django, Angular",1001-5000,66416
24,Japan,Bachelors,"Go, Swift","Spring, Flask",51-200,136221
4,USA,Bachelors,"PHP, C++","Vue, ASP.NET",5000+,112930
3,Canada,Bachelors,"Rust, PHP","Django, Ruby on Rails",1001-5000,79340
6,UK,PhD,"Go, Python","Express, Vue",51-200,109795
39,India,PhD,"JavaScript, JavaScript","Spring, ASP.NET",201-1000,167837
10,India,Bachelors,"Swift, C#","Flask, ASP.NET",201-1000,47603
39,India,Bachelors,"Rust, Ruby","Spring, Vue",1-10,137528
12,USA,Masters,"Swift, C++","Vue, Laravel",1-10,160825
19,USA,Bachelors,"C#, Go","Flask, Ruby on Rails",11-50,138476
40,USA,Bachelors,"Ruby, Swift","Django, Laravel",1-10,244695
2,USA,Masters,"PHP, Rust","Laravel, Django",5000+,130516
37,USA,Bachelors,"C#, Swift","ASP.NET, Laravel",201-1000,177807
10,USA,Masters,"Go, PHP","Angular, Angular",1001-5000,136894
22,USA,Masters,"Python, C++","Vue, Flask",51-200,184927
23,USA,Bachelors,"Rust, JavaScript","Angular, Angular",5000+,183206
36,Germany,Bachelors,"Go, Ruby","ASP.NET, Ruby on Rails",1001-5000,191459
8,Canada,High School,"Ruby, JavaScript","Django, Ruby on Rails",1-10,67934
5,France,Bachelors,"Go, Java","Vue, Spring",1-10,74142
37,USA,Masters,"Python, Ruby","Spring, Angular",11-50,236954
38,USA,Bachelors,"Python, Python","ASP.NET, Django",1001-5000,238536
19,Japan,Masters,"Go, PHP","Vue, Spring",11-50,107608
31,Germany,Bachelors,"Swift, Rust","Django, Express",1-10,173164
16,France,Bachelors,"Python, Java","Django, Express",11-50,88518
2,India,Bachelors,"C++, C++","Vue, Spring",11-50,18854
29,UK,Masters,"Python, Go","ASP.NET, React",1001-5000,135915
2,Germany,Masters,"Java, Rust","Laravel, ASP.NET",1-10,83725
9,USA,Bachelors,"Rust, Go","Laravel, Ruby on Rails",201-1000,133681
19,USA,Bachelors,"C#, Rust","Ruby on Rails, Express",51-200,166059
24,Australia,Masters,"Rust, Java","Django, Vue",1001-5000,108252
21,UK,Bachelors,"Rust, Java","Vue, Express",1001-5000,129263
33,Singapore,Masters,"Swift, Ruby","React, Angular",11-50,151621
14,USA,Masters,"Swift, Go","Spring, Vue",5000+,164243
19,UK,Bachelors,"Java, JavaScript","ASP.NET, Vue",201-1000,105050
21,Germany,Masters,"Python, C#","Laravel, Express",201-1000,118166
29,USA,Masters,"C#, Rust","Angular, Django",1-10,209539
29,Germany,Masters,"PHP, C#","Vue, Express",11-50,128740
23,France,Masters,"C#, Java","Django, Spring",201-1000,120334
27,USA,Some College,"Swift, Ruby","React, Flask",51-200,174641
10,USA,Bachelors,"JavaScript, PHP","Laravel, Express",51-200,128471
22,USA,Bachelors,"Rust, C#","Express, ASP.NET",1-10,147070
11,India,Masters,"Ruby, Java","Ruby on Rails, Django",51-200,60099
15,France,Bachelors,"Swift, JavaScript","React, Flask",11-50,109096
27,USA,Masters,"JavaScript, JavaScript","Express, Vue",201-1000,149039
36,USA,Bachelors,"Java, Ruby","ASP.NET, Vue",1001-5000,210003
33,USA,Masters,"Rust, Ruby","Spring, Ruby on Rails",5000+,181297
18,Germany,Some College,"Ruby, C#","Ruby on Rails, Vue",11-50,104346
36,Singapore,Masters,"Swift, C++","Django, Ruby on Rails",1001-5000,164070
14,France,Bachelors,"Java, C++","React, ASP.NET",11-50,103989
40,USA,Bachelors,"Python, Go","Spring, Django",51-200,187855
0,Brazil,Masters,"PHP, C++","Flask, ASP.NET",11-50,71616
4,Australia,Masters,"PHP, Go","Angular, Spring",11-50,78511
23,USA,Bachelors,"Go, JavaScript","Laravel, React",1001-5000,129792
12,France,Bachelors,"Python, Swift","Angular, ASP.NET",1-10,101435
3,Singapore,Bachelors,"Python, Java","Laravel, ASP.NET",1001-5000,49600
1,Australia,Masters,"Go, Go","Laravel, React",11-50,69358
39,Germany,Masters,"C++, PHP","Spring, Django",1-10,196675
13,Japan,Masters,"Swift, C++","React, Django",1-10,104068
1,USA,Masters,"JavaScript, C++","React, Vue",5000+,97466
31,USA,Some College,"Java, C++","Express, Django",201-1000,171885
35,USA,Masters,"C++, Java","ASP.NET, Django",51-200,190789
0,Australia,PhD,"Python, Go","Express, Laravel",51-200,63020
23,USA,Masters,"Rust, Go","Flask, Django",5000+,199122
31,Canada,Bachelors,"Python, Swift","Spring, Laravel",51-200,162000
35,USA,Bachelors,"PHP, PHP","React, Spring",201-1000,172959
21,France,Masters,"JavaScript, Rust","Flask, ASP.NET",11-50,112908
35,UK,PhD,"Python, Python","Vue, Flask",11-50,197957
40,USA,PhD,"Swift, C++","Angular, Express",1001-5000,254598
19,France,Bachelors,"JavaScript, PHP","Flask, Spring",51-200,100956
5,UK,Masters,"Java, Rust","Express, React",51-200,92335
40,Australia,Bachelors,"Rust, Python","Flask, Express",11-50,162075
34,Canada,Masters,"Ruby, Java","React, Ruby on Rails",1001-5000,142037
39,France,Bachelors,"Python, C#","Spring, Flask",11-50,159863
16,Australia,Bachelors,"Rust, Ruby","Laravel, Angular",1001-5000,105025
35,India,Bachelors,"JavaScript, Ruby","React, Flask",1001-5000,118299
33,Germany,Masters,"Python, Swift","Spring, Django",51-200,172019
32,USA,PhD,"C++, C++","Spring, Ruby on Rails",1-10,175987
35,UK,Bachelors,"PHP, Swift","Angular, Spring",11-50,152885
19,India,Bachelors,"Go, C#","Ruby on Rails, React",11-50,79427
7,India,Masters,"PHP, Java","Vue, Flask",1-10,39587
4,India,Bachelors,"C#, Swift","Ruby on Rails, React",11-50,23029
17,Germany,Some College,"Java, C++","Express, Flask",5000+,107876
19,USA,Bachelors,"JavaScript, Go","Express, React",5000+,160146
27,India,Bachelors,"Python, Java","Ruby on Rails, Angular",5000+,108464
15,Singapore,Bachelors,"Ruby, JavaScript","React, Angular",1001-5000,83810
37,USA,Bachelors,"PHP, PHP","Angular, React",1001-5000,238828
1,Germany,Masters,"Python, Go","React, Angular",5000+,94475
21,France,Bachelors,"Swift, C++","Angular, ASP.NET",5000+,126067
35,USA,Masters,"JavaScript, Python","Ruby on Rails, React",201-1000,198867
3,Brazil,PhD,"Rust, Java","Ruby on Rails, Flask",1-10,66947
23,Brazil,Bachelors,"Ruby, Rust","Vue, Django",5000+,155488
24,USA,Some College,"Rust, Java","Express, Django",1001-5000,178554
17,Canada,Bachelors,"C++, Ruby","Vue, Django",51-200,124054
35,UK,High School,"C#, Python","Ruby on Rails, Ruby on Rails",1001-5000,180464
4,UK,Bachelors,"Rust, Java","Express, ASP.NET",11-50,58151
26,Australia,Bachelors,"Rust, Ruby","Express, Laravel",11-50,129572
18,Germany,Some College,"Java, Ruby","Angular, Flask",1001-5000,97387
7,USA,Masters,"Ruby, C++","ASP.NET, ASP.NET",51-200,126899
15,Japan,Masters,"C#, C#","Django, Django",11-50,114065
10,Germany,Masters,"C#, PHP","Express, Spring",51-200,106409
36,USA,Bachelors,"C++, Python","React, React",201-1000,158753
11,Canada,Masters,"Python, C++","Vue, ASP.NET",5000+,124545
14,France,PhD,"C++, Swift","Angular, Ruby on Rails",201-1000,105242
18,Australia,Bachelors,"Python, Rust","Angular, Vue",201-1000,101926
6,USA,Bachelors,"JavaScript, Python","React, Express",1001-5000,104759
23,USA,Bachelors,"PHP, Ruby","Ruby on Rails, Flask",51-200,132797
27,USA,Masters,"C#, Swift","Ruby on Rails, Angular",51-200,175501
6,UK,Masters,"C#, JavaScript","Vue, Laravel",1-10,103854
17,India,Bachelors,"Java, JavaScript","React, React",1001-5000,68761
13,Canada,Masters,"Swift, Rust","Express, Laravel",51-200,88683
18,UK,Some College,"Go, JavaScript","Flask, Flask",51-200,124427
16,Japan,Masters,"Go, Rust","Django, Ruby on Rails",201-1000,106228
3,Canada,Bachelors,"JavaScript, JavaScript","Django, React",201-1000,72176
9,USA,Bachelors,"Rust, C++","Spring, Ruby on Rails",11-50,99024
6,USA,Bachelors,"Rust, C#","Django, Laravel",11-50,92488
28,UK,Masters,"Ruby, Python","Flask, ASP.NET",11-50,138490
31,Japan,Bachelors,"Java, Rust","Flask, Django",201-1000,146126
39,USA,Bachelors,"Swift, PHP","ASP.NET, ASP.NET",51-200,197340
38,Australia,Bachelors,"Go, Rust","Ruby on Rails, Flask",201-1000,142734
28,USA,Masters,"Go, JavaScript","Vue, React",1001-5000,174170
7,USA,Bachelors,"C#, Rust","Express, Express",1-10,98222
2,USA,Masters,"C++, PHP","Ruby on Rails, Flask",1001-5000,109661
5,USA,Bachelors,"Swift, PHP","Laravel, Flask",1-10,84159
5,UK,Some College,"Rust, C#","Spring, Spring",51-200,84930
32,Australia,Bachelors,"C++, Rust","React, Vue",201-1000,174029
30,Canada,Bachelors,"Go, Rust","Django, Vue",5000+,183395
0,USA,Some College,"C#, PHP","Vue, Spring",11-50,90272
1,USA,Bachelors,"JavaScript, C++","Ruby on Rails, Spring",5000+,119564
29,Australia,Masters,"Rust, Rust","Ruby on Rails, ASP.NET",201-1000,168405
13,USA,Some College,"JavaScript, C++","Spring, Angular",1-10,150570
17,Canada,Masters,"Java, Go","React, Ruby on Rails",11-50,136717
18,USA,Bachelors,"Rust, Rust","Express, Vue",201-1000,160401
22,India,Some College,"Python, Ruby","ASP.NET, Django",201-1000,66582
14,Canada,Masters,"C++, Java","Angular, Vue",1001-5000,98361
39,India,Some College,"PHP, Go","Angular, Flask",1001-5000,110591
24,USA,Bachelors,"PHP, JavaScript","Flask, Vue",51-200,167919
